Market Name,Price Date,Min_Price,Max_Price,Modal_Price,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_max,precipitation_sum,precipitation_hours,weather_code,Modal_Price_Lag1,Modal_Price_Lag2,Modal_Price_Lag3,Modal_Price_Lag4,temperature_2m_mean_Lag1,temperature_2m_mean_Lag2,temperature_2m_mean_Lag3,temperature_2m_mean_Lag4,temperature_2m_max_Lag1,temperature_2m_max_Lag2,temperature_2m_max_Lag3,temperature_2m_max_Lag4,temperature_2m_min_Lag1,temperature_2m_min_Lag2,temperature_2m_min_Lag3,temperature_2m_min_Lag4,wind_speed_10m_max_Lag1,wind_speed_10m_max_Lag2,wind_speed_10m_max_Lag3,wind_speed_10m_max_Lag4,precipitation_sum_Lag1,precipitation_sum_Lag2,precipitation_sum_Lag3,precipitation_sum_Lag4,precipitation_hours_Lag1,precipitation_hours_Lag2,precipitation_hours_Lag3,precipitation_hours_Lag4,weather_code_Lag1,weather_code_Lag2,weather_code_Lag3,weather_code_Lag4
achalpur,2023-07-09,2175.0,2350.0,2287.5,27.638792000000002,33.2565,24.1565,16.5750585,35.2,28.0,51.0,2270.8333333333335,2270.8333333333335,2265.0,2462.5,31.865873833333335,31.865873833333335,35.4089992,35.5653525,40.6565,40.6565,41.4565,44.2065,24.956501,24.956501,30.0065,28.1065,19.279447666666666,19.279447666666666,21.704065,19.99233325,0.0,24.600001,1.8,0.0,0.0,36.0,5.0,0.0,3.0,3.0,3.0,3.0
achalpur,2023-07-16,2175.0,2350.0,2287.5,27.638792000000002,33.2565,24.1565,16.5750585,0.0,0.0,51.0,2287.5,2270.8333333333335,2270.8333333333335,2265.0,27.638792000000002,31.865873833333335,31.865873833333335,35.4089992,33.2565,40.6565,40.6565,41.4565,24.1565,24.956501,24.956501,30.0065,16.5750585,19.279447666666666,19.279447666666666,21.704065,35.2,0.0,24.600001,1.8,28.0,0.0,36.0,5.0,51.0,3.0,3.0,3.0
achalpur,2023-07-23,2175.0,2350.0,2287.5,27.638792000000002,33.2565,24.1565,16.5750585,0.0,0.0,51.0,2287.5,2287.5,2270.8333333333335,2270.8333333333335,27.638792000000002,27.638792000000002,31.865873833333335,31.865873833333335,33.2565,33.2565,40.6565,40.6565,24.1565,24.1565,24.956501,24.956501,16.5750585,16.5750585,19.279447666666666,19.279447666666666,0.0,35.2,0.0,24.600001,0.0,28.0,0.0,36.0,51.0,51.0,3.0,3.0
achalpur,2023-07-30,2100.0,2400.0,2250.0,27.420040999999998,31.8565,24.706501,17.157621499999998,65.700003,29.0,63.0,2287.5,2287.5,2287.5,2270.8333333333335,27.638792000000002,27.638792000000002,27.638792000000002,31.865873833333335,33.2565,33.2565,33.2565,40.6565,24.1565,24.1565,24.1565,24.956501,16.5750585,16.5750585,16.5750585,19.279447666666666,0.0,0.0,35.2,0.0,0.0,0.0,28.0,0.0,51.0,51.0,51.0,3.0
achalpur,2023-08-06,2100.0,2400.0,2250.0,27.420040999999998,31.8565,24.706501,17.157621499999998,0.0,0.0,63.0,2250.0,2287.5,2287.5,2287.5,27.420040999999998,27.638792000000002,27.638792000000002,27.638792000000002,31.8565,33.2565,33.2565,33.2565,24.706501,24.1565,24.1565,24.1565,17.157621499999998,16.5750585,16.5750585,16.5750585,65.700003,0.0,0.0,35.2,29.0,0.0,0.0,28.0,63.0,51.0,51.0,51.0
achalpur,2023-08-13,2204.1666666666665,2453.3333333333335,2327.5,27.94747166666667,32.5565,24.0065,17.735263,1.9,14.0,51.0,2250.0,2250.0,2287.5,2287.5,27.420040999999998,27.420040999999998,27.638792000000002,27.638792000000002,31.8565,31.8565,33.2565,33.2565,24.706501,24.706501,24.1565,24.1565,17.157621499999998,17.157621499999998,16.5750585,16.5750585,0.0,65.700003,0.0,0.0,0.0,29.0,0.0,0.0,63.0,63.0,51.0,51.0
achalpur,2023-08-20,2204.1666666666665,2453.3333333333335,2327.5,27.94747166666667,32.5565,24.0065,17.735263,0.0,0.0,51.0,2327.5,2250.0,2250.0,2287.5,27.94747166666667,27.420040999999998,27.420040999999998,27.638792000000002,32.5565,31.8565,31.8565,33.2565,24.0065,24.706501,24.706501,24.1565,17.735263,17.157621499999998,17.157621499999998,16.5750585,1.9,0.0,65.700003,0.0,14.0,0.0,29.0,0.0,51.0,63.0,63.0,51.0
achalpur,2023-08-27,2204.1666666666665,2453.3333333333335,2327.5,27.94747166666667,32.5565,24.0065,17.735263,0.0,0.0,51.0,2327.5,2327.5,2250.0,2250.0,27.94747166666667,27.94747166666667,27.420040999999998,27.420040999999998,32.5565,32.5565,31.8565,31.8565,24.0065,24.0065,24.706501,24.706501,17.735263,17.735263,17.157621499999998,17.157621499999998,0.0,1.9,0.0,65.700003,0.0,14.0,0.0,29.0,51.0,51.0,63.0,63.0
achalpur,2023-09-03,2300.0,2575.0,2450.0,28.4815005,33.7065,24.1065,11.898214,0.2,2.0,51.0,2327.5,2327.5,2327.5,2250.0,27.94747166666667,27.94747166666667,27.94747166666667,27.420040999999998,32.5565,32.5565,32.5565,31.8565,24.0065,24.0065,24.0065,24.706501,17.735263,17.735263,17.735263,17.157621499999998,0.0,0.0,1.9,0.0,0.0,0.0,14.0,0.0,51.0,51.0,51.0,63.0
achalpur,2023-09-10,2300.0,2412.5,2356.25,27.13150075,34.3065,24.3065,14.8982445,22.6000013,41.0,63.0,2450.0,2327.5,2327.5,2327.5,28.4815005,27.94747166666667,27.94747166666667,27.94747166666667,33.7065,32.5565,32.5565,32.5565,24.1065,24.0065,24.0065,24.0065,11.898214,17.735263,17.735263,17.735263,0.2,0.0,0.0,1.9,2.0,0.0,0.0,14.0,51.0,51.0,51.0,51.0
achalpur,2023-09-17,2380.0,2510.0,2445.0,26.465666199999998,31.2565,23.5565,21.056428599999997,98.79999899999999,62.0,63.0,2356.25,2450.0,2327.5,2327.5,27.13150075,28.4815005,27.94747166666667,27.94747166666667,34.3065,33.7065,32.5565,32.5565,24.3065,24.1065,24.0065,24.0065,14.8982445,11.898214,17.735263,17.735263,22.6000013,0.2,0.0,0.0,41.0,2.0,0.0,0.0,63.0,51.0,51.0,51.0
achalpur,2023-09-24,2300.0,2500.0,2400.0,25.210669,27.6065,23.7565,16.09969,25.1,16.0,63.0,2445.0,2356.25,2450.0,2327.5,26.465666199999998,27.13150075,28.4815005,27.94747166666667,31.2565,34.3065,33.7065,32.5565,23.5565,24.3065,24.1065,24.0065,21.056428599999997,14.8982445,11.898214,17.735263,98.79999899999999,22.6000013,0.2,0.0,62.0,41.0,2.0,0.0,63.0,63.0,51.0,51.0
achalpur,2023-10-01,2300.0,2475.0,2387.5,26.7992095,30.6565,23.5065,13.521075,9.099999799999999,8.0,53.0,2400.0,2445.0,2356.25,2450.0,25.210669,26.465666199999998,27.13150075,28.4815005,27.6065,31.2565,34.3065,33.7065,23.7565,23.5565,24.3065,24.1065,16.09969,21.056428599999997,14.8982445,11.898214,25.1,98.79999899999999,22.6000013,0.2,16.0,62.0,41.0,2.0,63.0,63.0,63.0,51.0
achalpur,2023-10-08,2450.0,2575.0,2512.5,27.584625,34.2065,20.6565,14.818148,0.0,0.0,3.0,2387.5,2400.0,2445.0,2356.25,26.7992095,25.210669,26.465666199999998,27.13150075,30.6565,27.6065,31.2565,34.3065,23.5065,23.7565,23.5565,24.3065,13.521075,16.09969,21.056428599999997,14.8982445,9.099999799999999,25.1,98.79999899999999,22.6000013,8.0,16.0,62.0,41.0,53.0,63.0,63.0,63.0
